,movie,year,imdb,metascore,votes,us_grossMillions,timeMin,genre,certificate,stars,descriptions
880,Soorarai Pottru,2020,8.7,,116419,,153,Drama            ,TV-MA,"
    Director:
Sudha Kongara
| 
    Stars:
Suriya, 
Achyuth Kumar, 
Paresh Rawal, 
Aparna Balamurali
","
Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way."
881,After the Wedding,2006,7.7,78.0,35015,0.41,120,Drama            ,R,"
    Director:
Susanne Bier
| 
    Stars:
Mads Mikkelsen, 
Sidse Babett Knudsen, 
Rolf Lassgård, 
Neeral Mulchandani
","
A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
882,About Elly,2009,7.9,87.0,53847,0.11,119,"Drama, Mystery            ",TV-PG,"
    Director:
Asghar Farhadi
| 
    Stars:
Golshifteh Farahani, 
Shahab Hosseini, 
Taraneh Alidoosti, 
Sajjad Dolati
","
The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers."
883,Elevator to the Gallows,1958,7.9,94.0,26092,0.11,91,"Crime, Drama, Thriller            ",Not Rated,"
    Director:
Louis Malle
| 
    Stars:
Jeanne Moreau, 
Maurice Ronet, 
Georges Poujouly, 
Yori Bertin
","
A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
884,L'Avventura,1960,7.8,,30161,,144,"Drama, Mystery, Romance            ",Not Rated,"
    Director:
Michelangelo Antonioni
| 
    Stars:
Gabriele Ferzetti, 
Monica Vitti, 
Lea Massari, 
Dominique Blanchar
","
A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
885,Battleship Potemkin,1925,7.9,97.0,58148,0.05,66,"Drama, History, Thriller            ",Not Rated,"
    Director:
Sergei Eisenstein
| 
    Stars:
Aleksandr Antonov, 
Vladimir Barskiy, 
Grigoriy Aleksandrov, 
Ivan Bobrov
","
In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
886,"Goodbye, Children",1987,8.0,88.0,34194,4.54,104,"Drama, War            ",PG,"
    Director:
Louis Malle
| 
    Stars:
Gaspard Manesse, 
Raphael Fejtö, 
Francine Racette, 
Stanislas Carré de Malberg
","
A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond."
887,Autumn Sonata,1978,8.1,,34723,,99,"Drama, Music            ",PG,"
    Director:
Ingmar Bergman
| 
    Stars:
Ingrid Bergman, 
Liv Ullmann, 
Lena Nyman, 
Halvar Björk
","
A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
888,Kagemusha,1980,7.9,84.0,35962,,162,"Drama, History, War            ",PG,"
    Director:
Akira Kurosawa
| 
    Stars:
Tatsuya Nakadai, 
Tsutomu Yamazaki, 
Ken'ichi Hagiwara, 
Jinpachi Nezu
","
A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place."
889,Frost/Nixon,2008,7.7,80.0,108653,18.59,122,"Biography, Drama, History            ",R,"
    Director:
Ron Howard
| 
    Stars:
Frank Langella, 
Michael Sheen, 
Kevin Bacon, 
Sam Rockwell
","
A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon."
890,Vivre Sa Vie,1962,7.9,,32412,,85,Drama            ,Not Rated,"
    Director:
Jean-Luc Godard
| 
    Stars:
Anna Karina, 
Sady Rebbot, 
André S. Labarthe, 
Guylaine Schlumberger
","
Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution."
891,Jab We Met,2007,7.9,,53629,0.41,138,"Comedy, Drama, Romance            ",Not Rated,"
    Director:
Imtiaz Ali
| 
    Stars:
Shahid Kapoor, 
Kareena Kapoor, 
Tarun Arora, 
Dara Singh Randhawa
","
A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman."
892,The Experiment,2001,7.7,60.0,94148,0.14,120,"Drama, Thriller            ",R,"
    Director:
Oliver Hirschbiegel
| 
    Stars:
Moritz Bleibtreu, 
Christian Berkel, 
Oliver Stokowski, 
Wotan Wilke Möhring
","
For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
893,Confessions,2010,7.7,,39553,,106,"Drama, Thriller            ",Not Rated,"
    Director:
Tetsuya Nakashima
| 
    Stars:
Takako Matsu, 
Yoshino Kimura, 
Masaki Okada, 
Yukito Nishii
","
A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death."
894,Ivan's Childhood,1962,8.0,,36948,,95,"Drama, War            ",Not Rated,"
    Directors:
Andrei Tarkovsky, 
Eduard Abalov
| 
    Stars:
Nikolay Burlyaev, 
Valentin Zubkov, 
Evgeniy Zharikov, 
Stepan Krylov
","
During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
895,The Killer,1989,7.8,82.0,48782,,111,"Action, Crime, Drama            ",R,"
    Director:
John Woo
| 
    Stars:
Chow Yun-Fat, 
Danny Lee, 
Sally Yeh, 
Kong Chu
","
A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded."
896,"4 Months, 3 Weeks and 2 Days",2007,7.9,97.0,60694,1.19,113,Drama            ,Not Rated,"
    Director:
Cristian Mungiu
| 
    Stars:
Anamaria Marinca, 
Laura Vasiliu, 
Vlad Ivanov, 
Alexandru Potocean
","
A woman assists her friend in arranging an illegal abortion in 1980s Romania."
897,Nine Queens,2000,7.9,80.0,53416,1.22,114,"Crime, Drama, Thriller            ",R,"
    Director:
Fabián Bielinsky
| 
    Stars:
Ricardo Darín, 
Gastón Pauls, 
Graciela Tenenbaum, 
María Mercedes Villagra
","
Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
898,Ace in the Hole,1951,8.1,72.0,36359,3.97,111,"Drama, Film-Noir            ",Approved,"
    Director:
Billy Wilder
| 
    Stars:
Kirk Douglas, 
Jan Sterling, 
Robert Arthur, 
Porter Hall
","
A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
899,My Father and My Son,2005,8.2,,87039,,112,"Drama, Family            ",Not Rated,"
    Director:
Çagan Irmak
| 
    Stars:
Çetin Tekindor, 
Fikret Kuskan, 
Hümeyra, 
Ege Tanman
","
The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980."
900,Departures,2008,8.0,68.0,52440,1.5,130,Drama            ,PG-13,"
    Director:
Yôjirô Takita
| 
    Stars:
Masahiro Motoki, 
Ryôko Hirosue, 
Tsutomu Yamazaki, 
Kazuko Yoshiyuki
","
A newly unemployed cellist takes a job preparing the dead for funerals."
901,The Hidden Fortress,1958,8.1,89.0,39445,,126,"Action, Adventure, Drama            ",Not Rated,"
    Director:
Akira Kurosawa
| 
    Stars:
Toshirô Mifune, 
Misa Uehara, 
Minoru Chiaki, 
Kamatari Fujiwara
","
Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
902,The Girl Who Leapt Through Time,2006,7.7,,66754,,98,"Animation, Adventure, Comedy            ",TV-PG,"
    Director:
Mamoru Hosoda
| 
    Stars:
Riisa Naka, 
Takuya Ishida, 
Mitsutaka Itakura, 
Ayami Kakiuchi
","
A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
903,Nobody Knows,2004,8.0,88.0,28367,0.68,141,Drama            ,PG-13,"
    Director:
Hirokazu Koreeda
| 
    Stars:
Yûya Yagira, 
Ayu Kitaura, 
Hiei Kimura, 
Momoko Shimizu
","
In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
904,The Big Heat,1953,7.9,,27035,,89,"Crime, Film-Noir, Thriller            ",Passed,"
    Director:
Fritz Lang
| 
    Stars:
Glenn Ford, 
Gloria Grahame, 
Jocelyn Brando, 
Alexander Scourby
","
Tough cop Dave Bannion takes on a politically powerful crime syndicate."
905,The Gold Rush,1925,8.2,,111786,5.45,95,"Adventure, Comedy, Drama            ",Passed,"
    Director:
Charles Chaplin
| 
    Stars:
Charles Chaplin, 
Mack Swain, 
Tom Murray, 
Henry Bergman
","
A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
906,Adam's Apples,2005,7.7,51.0,51179,0.0,94,"Comedy, Crime, Drama            ",R,"
    Director:
Anders Thomas Jensen
| 
    Stars:
Ulrich Thomsen, 
Mads Mikkelsen, 
Nicolas Bro, 
Paprika Steen
","
A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister."
907,Time of the Gypsies,1988,8.1,,30998,0.28,142,"Comedy, Crime, Drama            ",R,"
    Director:
Emir Kusturica
| 
    Stars:
Davor Dujmovic, 
Bora Todorovic, 
Ljubica Adzovic, 
Husnija Hasimovic
","
In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
908,Inherit the Wind,1960,8.1,75.0,30520,,128,"Biography, Drama, History            ",Passed,"
    Director:
Stanley Kramer
| 
    Stars:
Spencer Tracy, 
Fredric March, 
Gene Kelly, 
Dick York
","
Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
909,"Like Father, Like Son",2013,7.8,73.0,25368,0.28,121,Drama            ,Not Rated,"
    Director:
Hirokazu Koreeda
| 
    Stars:
Masaharu Fukuyama, 
Machiko Ono, 
Yôko Maki, 
Lily Franky
","
Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own."
910,Duck Soup,1933,7.8,93.0,60421,,69,"Comedy, Musical            ",Not Rated,"
    Director:
Leo McCarey
| 
    Stars:
Groucho Marx, 
Harpo Marx, 
Chico Marx, 
Zeppo Marx
","
Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on."
911,The Grand Illusion,1937,8.1,,36935,0.17,113,"Drama, War            ",Not Rated,"
    Director:
Jean Renoir
| 
    Stars:
Jean Gabin, 
Dita Parlo, 
Pierre Fresnay, 
Erich von Stroheim
","
During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
912,Dil Chahta Hai,2001,8.1,,72598,0.3,183,"Comedy, Drama, Romance            ",Not Rated,"
    Director:
Farhan Akhtar
| 
    Stars:
Aamir Khan, 
Saif Ali Khan, 
Akshaye Khanna, 
Preity Zinta
","
Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
913,The Virgin Spring,1960,8.1,,29590,1.53,89,Drama            ,Not Rated,"
    Director:
Ingmar Bergman
| 
    Stars:
Max von Sydow, 
Birgitta Valberg, 
Gunnel Lindblom, 
Birgitta Pettersson
","
In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
914,The Way He Looks,2014,7.9,71.0,25731,0.1,96,"Drama, Romance            ",Not Rated,"
    Director:
Daniel Ribeiro
| 
    Stars:
Ghilherme Lobo, 
Fabio Audi, 
Tess Amorim, 
Lúcia Romano
","
Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend, Giovana, and the way he sees the world change completely with the arrival of Gabriel."
915,Throne of Blood,1957,8.1,,52590,,110,"Drama, History            ",Not Rated,"
    Director:
Akira Kurosawa
| 
    Stars:
Toshirô Mifune, 
Minoru Chiaki, 
Isuzu Yamada, 
Takashi Shimura
","
A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
916,La strada,1954,8.0,,63538,,108,Drama            ,Not Rated,"
    Director:
Federico Fellini
| 
    Stars:
Anthony Quinn, 
Giulietta Masina, 
Richard Basehart, 
Aldo Silvani
","
A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way."
917,The Postman,1994,7.7,81.0,36831,21.85,108,"Biography, Comedy, Drama            ",PG,"
    Directors:
Michael Radford, 
Massimo Troisi
| 
    Stars:
Massimo Troisi, 
Philippe Noiret, 
Maria Grazia Cucinotta, 
Renato Scarpa
","
A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
918,Sherlock Jr.,1924,8.2,,50426,0.98,45,"Action, Comedy, Romance            ",Passed,"
    Director:
Buster Keaton
| 
    Stars:
Buster Keaton, 
Kathryn McGuire, 
Joe Keaton, 
Erwin Connelly
","
A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
919,Le Cercle Rouge,1970,7.9,91.0,25772,0.37,140,"Crime, Drama, Thriller            ",Not Rated,"
    Director:
Jean-Pierre Melville
| 
    Stars:
Alain Delon, 
Bourvil, 
Gian Maria Volontè, 
Yves Montand
","
After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
920,No Man's Land,2001,7.9,84.0,47360,1.06,98,"Comedy, Drama, War            ",R,"
    Director:
Danis Tanovic
| 
    Stars:
Branko Djuric, 
Rene Bitorajac, 
Filip Sovagovic, 
Georges Siatidis
","
Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
921,English Vinglish,2012,7.8,,36814,1.67,134,"Comedy, Drama, Family            ",Not Rated,"
    Director:
Gauri Shinde
| 
    Stars:
Sridevi, 
Adil Hussain, 
Mehdi Nebbou, 
Priya Anand
","
A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
922,The Magdalene Sisters,2002,7.7,83.0,27443,4.89,114,Drama            ,R,"
    Director:
Peter Mullan
| 
    Stars:
Eileen Walsh, 
Dorothy Duffy, 
Nora-Jane Noone, 
Anne-Marie Duff
","
Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum."
923,Let's Go! India,2007,8.1,68.0,80800,1.11,153,"Drama, Family, Sport            ",Not Rated,"
    Director:
Shimit Amin
| 
    Stars:
Shah Rukh Khan, 
Vidya Malvade, 
Sagarika Ghatge, 
Shilpa Shukla
","
Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
